nohup: ignoring input
2025-05-11 22:26:47 - INFO - Setup for laplace_truedp ...
2025-05-11 22:26:47 - INFO - Skipping existing 1e-05 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.0001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.001 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.011 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.021 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.031 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.041 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.051 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.061 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.071 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.081 ...
2025-05-11 22:26:47 - INFO - Skipping existing 0.091 ...
2025-05-12 08:01:29 - INFO - Training for patient 113 ...
2025-05-12 08:01:37 - INFO - Training for patient 115 ...
2025-05-12 08:01:44 - INFO - Training for patient 116 ...
2025-05-12 08:01:56 - INFO - Training for patient 117 ...
2025-05-12 08:02:05 - INFO - Training for patient 118 ...
2025-05-12 08:02:14 - INFO - Training for patient 119 ...
2025-05-12 08:02:25 - INFO - Training for patient 121 ...
2025-05-12 08:02:33 - INFO - Training for patient 122 ...
2025-05-12 08:02:42 - INFO - Training for patient 123 ...
2025-05-12 08:02:51 - INFO - Training for patient 124 ...
2025-05-12 08:03:00 - INFO - Training for patient 200 ...
2025-05-12 08:03:07 - INFO - Training for patient 203 ...
2025-05-12 08:03:17 - INFO - Training for patient 205 ...
2025-05-12 08:03:29 - INFO - Training for patient 208 ...
2025-05-12 08:03:40 - INFO - Training for patient 210 ...
2025-05-12 08:03:50 - INFO - Training for patient 212 ...
2025-05-12 08:04:03 - INFO - Training for patient 214 ...
2025-05-12 08:04:13 - INFO - Training for patient 215 ...
2025-05-12 08:04:23 - INFO - Training for patient 219 ...
2025-05-12 08:04:35 - INFO - Training for patient 220 ...
2025-05-12 08:04:43 - INFO - Training for patient 221 ...
2025-05-12 08:04:51 - INFO - Training for patient 228 ...
2025-05-12 08:05:01 - INFO - Training for patient 230 ...
2025-05-12 08:05:10 - INFO - Training for patient 231 ...
2025-05-12 08:05:19 - INFO - Training for patient 232 ...
2025-05-12 08:05:30 - INFO - Training for patient 233 ...
2025-05-12 08:05:40 - INFO - Repeat 2/10 for epsilon 1.11
2025-05-12 08:05:40 - INFO - Training for patient 100 ...
2025-05-12 08:05:50 - INFO - Training for patient 101 ...
2025-05-12 08:05:59 - INFO - Training for patient 103 ...
2025-05-12 08:06:06 - INFO - Training for patient 106 ...
2025-05-12 08:06:16 - INFO - Training for patient 108 ...
2025-05-12 08:06:26 - INFO - Training for patient 109 ...
2025-05-12 08:06:37 - INFO - Training for patient 111 ...
2025-05-12 08:06:46 - INFO - Training for patient 112 ...
2025-05-12 08:06:56 - INFO - Training for patient 113 ...
2025-05-12 08:07:06 - INFO - Training for patient 115 ...
2025-05-12 08:07:15 - INFO - Training for patient 116 ...
2025-05-12 08:07:24 - INFO - Training for patient 117 ...
2025-05-12 08:07:32 - INFO - Training for patient 118 ...
2025-05-12 08:07:42 - INFO - Training for patient 119 ...
2025-05-12 08:07:53 - INFO - Training for patient 121 ...
2025-05-12 08:08:02 - INFO - Training for patient 122 ...
2025-05-12 08:08:14 - INFO - Training for patient 123 ...
2025-05-12 08:08:22 - INFO - Training for patient 124 ...
2025-05-12 08:08:32 - INFO - Training for patient 200 ...
2025-05-12 08:08:41 - INFO - Training for patient 203 ...
2025-05-12 08:08:53 - INFO - Training for patient 205 ...
2025-05-12 08:09:03 - INFO - Training for patient 208 ...
2025-05-12 08:09:15 - INFO - Training for patient 210 ...
2025-05-12 08:09:25 - INFO - Training for patient 212 ...
2025-05-12 08:09:35 - INFO - Training for patient 214 ...
2025-05-12 08:09:43 - INFO - Training for patient 215 ...
2025-05-12 08:09:55 - INFO - Training for patient 219 ...
2025-05-12 08:10:06 - INFO - Training for patient 220 ...
2025-05-12 08:10:16 - INFO - Training for patient 221 ...
2025-05-12 08:10:26 - INFO - Training for patient 228 ...
2025-05-12 08:10:35 - INFO - Training for patient 230 ...
2025-05-12 08:10:44 - INFO - Training for patient 231 ...
2025-05-12 08:10:55 - INFO - Training for patient 232 ...
2025-05-12 08:11:05 - INFO - Training for patient 233 ...
2025-05-12 08:11:14 - INFO - Repeat 3/10 for epsilon 1.11
2025-05-12 08:11:14 - INFO - Training for patient 100 ...
2025-05-12 08:11:24 - INFO - Training for patient 101 ...
2025-05-12 08:11:33 - INFO - Training for patient 103 ...
2025-05-12 08:11:44 - INFO - Training for patient 106 ...
2025-05-12 08:11:56 - INFO - Training for patient 108 ...
2025-05-12 08:12:03 - INFO - Training for patient 109 ...
2025-05-12 08:12:13 - INFO - Training for patient 111 ...
2025-05-12 08:12:22 - INFO - Training for patient 112 ...
2025-05-12 08:12:31 - INFO - Training for patient 113 ...
2025-05-12 08:12:39 - INFO - Training for patient 115 ...
2025-05-12 08:12:49 - INFO - Training for patient 116 ...
2025-05-12 08:13:00 - INFO - Training for patient 117 ...
2025-05-12 08:13:10 - INFO - Training for patient 118 ...
2025-05-12 08:13:18 - INFO - Training for patient 119 ...
2025-05-12 08:13:27 - INFO - Training for patient 121 ...
2025-05-12 08:13:37 - INFO - Training for patient 122 ...
2025-05-12 08:13:50 - INFO - Training for patient 123 ...
2025-05-12 08:13:59 - INFO - Training for patient 124 ...
2025-05-12 08:14:08 - INFO - Training for patient 200 ...
2025-05-12 08:14:16 - INFO - Training for patient 203 ...
2025-05-12 08:14:24 - INFO - Training for patient 205 ...
2025-05-12 08:14:33 - INFO - Training for patient 208 ...
2025-05-12 08:14:42 - INFO - Training for patient 210 ...
2025-05-12 08:14:51 - INFO - Training for patient 212 ...
2025-05-12 08:15:01 - INFO - Training for patient 214 ...
2025-05-12 08:15:09 - INFO - Training for patient 215 ...
2025-05-12 08:15:19 - INFO - Training for patient 219 ...
2025-05-12 08:15:30 - INFO - Training for patient 220 ...
2025-05-12 08:15:39 - INFO - Training for patient 221 ...
2025-05-12 08:15:48 - INFO - Training for patient 228 ...
2025-05-12 08:15:57 - INFO - Training for patient 230 ...
2025-05-12 08:16:05 - INFO - Training for patient 231 ...
2025-05-12 08:16:14 - INFO - Training for patient 232 ...
2025-05-12 08:16:26 - INFO - Training for patient 233 ...
2025-05-12 08:16:35 - INFO - Repeat 4/10 for epsilon 1.11
2025-05-12 08:16:35 - INFO - Training for patient 100 ...
2025-05-12 08:16:46 - INFO - Training for patient 101 ...
2025-05-12 08:16:55 - INFO - Training for patient 103 ...
2025-05-12 08:17:04 - INFO - Training for patient 106 ...
2025-05-12 08:17:13 - INFO - Training for patient 108 ...
2025-05-12 08:17:21 - INFO - Training for patient 109 ...
2025-05-12 08:17:30 - INFO - Training for patient 111 ...
2025-05-12 08:17:39 - INFO - Training for patient 112 ...
2025-05-12 08:17:51 - INFO - Training for patient 113 ...
2025-05-12 08:17:59 - INFO - Training for patient 115 ...
2025-05-12 08:18:07 - INFO - Training for patient 116 ...
2025-05-12 08:18:17 - INFO - Training for patient 117 ...
2025-05-12 08:18:26 - INFO - Training for patient 118 ...
2025-05-12 08:18:36 - INFO - Training for patient 119 ...
2025-05-12 08:18:45 - INFO - Training for patient 121 ...
2025-05-12 08:18:52 - INFO - Training for patient 122 ...
2025-05-12 08:19:03 - INFO - Training for patient 123 ...
2025-05-12 08:19:11 - INFO - Training for patient 124 ...
2025-05-12 08:19:22 - INFO - Training for patient 200 ...
2025-05-12 08:19:30 - INFO - Training for patient 203 ...
2025-05-12 08:19:40 - INFO - Training for patient 205 ...
2025-05-12 08:19:50 - INFO - Training for patient 208 ...
2025-05-12 08:19:58 - INFO - Training for patient 210 ...
2025-05-12 08:20:09 - INFO - Training for patient 212 ...
2025-05-12 08:20:17 - INFO - Training for patient 214 ...
2025-05-12 08:20:26 - INFO - Training for patient 215 ...
2025-05-12 08:20:36 - INFO - Training for patient 219 ...
2025-05-12 08:20:47 - INFO - Training for patient 220 ...
2025-05-12 08:20:57 - INFO - Training for patient 221 ...
2025-05-12 08:21:06 - INFO - Training for patient 228 ...
2025-05-12 08:21:15 - INFO - Training for patient 230 ...
2025-05-12 08:21:24 - INFO - Training for patient 231 ...
2025-05-12 08:21:33 - INFO - Training for patient 232 ...
2025-05-12 08:21:44 - INFO - Training for patient 233 ...
2025-05-12 08:21:52 - INFO - Repeat 5/10 for epsilon 1.11
2025-05-12 08:21:52 - INFO - Training for patient 100 ...
2025-05-12 08:22:02 - INFO - Training for patient 101 ...
2025-05-12 08:22:10 - INFO - Training for patient 103 ...
2025-05-12 08:22:20 - INFO - Training for patient 106 ...
2025-05-12 08:22:31 - INFO - Training for patient 108 ...
2025-05-12 08:22:40 - INFO - Training for patient 109 ...
2025-05-12 08:22:52 - INFO - Training for patient 111 ...
2025-05-12 08:23:01 - INFO - Training for patient 112 ...
2025-05-12 08:23:12 - INFO - Training for patient 113 ...
2025-05-12 08:23:21 - INFO - Training for patient 115 ...
2025-05-12 08:23:30 - INFO - Training for patient 116 ...
2025-05-12 08:23:38 - INFO - Training for patient 117 ...
2025-05-12 08:23:46 - INFO - Training for patient 118 ...
2025-05-12 08:23:59 - INFO - Training for patient 119 ...
2025-05-12 08:24:09 - INFO - Training for patient 121 ...
2025-05-12 08:24:19 - INFO - Training for patient 122 ...
2025-05-12 08:24:30 - INFO - Training for patient 123 ...
2025-05-12 08:24:39 - INFO - Training for patient 124 ...
2025-05-12 08:24:49 - INFO - Training for patient 200 ...
2025-05-12 08:24:57 - INFO - Training for patient 203 ...
2025-05-12 08:25:08 - INFO - Training for patient 205 ...
2025-05-12 08:25:17 - INFO - Training for patient 208 ...
2025-05-12 08:25:28 - INFO - Training for patient 210 ...
2025-05-12 08:25:39 - INFO - Training for patient 212 ...
2025-05-12 08:25:49 - INFO - Training for patient 214 ...
2025-05-12 08:26:01 - INFO - Training for patient 215 ...
2025-05-12 08:26:12 - INFO - Training for patient 219 ...
2025-05-12 08:26:23 - INFO - Training for patient 220 ...
2025-05-12 08:26:32 - INFO - Training for patient 221 ...
2025-05-12 08:26:40 - INFO - Training for patient 228 ...
2025-05-12 08:26:50 - INFO - Training for patient 230 ...
2025-05-12 08:26:59 - INFO - Training for patient 231 ...
2025-05-12 08:27:08 - INFO - Training for patient 232 ...
2025-05-12 08:27:20 - INFO - Training for patient 233 ...
2025-05-12 08:27:30 - INFO - Repeat 6/10 for epsilon 1.11
2025-05-12 08:27:30 - INFO - Training for patient 100 ...
2025-05-12 08:27:41 - INFO - Training for patient 101 ...
2025-05-12 08:27:50 - INFO - Training for patient 103 ...
2025-05-12 08:27:58 - INFO - Training for patient 106 ...
2025-05-12 08:28:07 - INFO - Training for patient 108 ...
2025-05-12 08:28:21 - INFO - Training for patient 109 ...
2025-05-12 08:28:30 - INFO - Training for patient 111 ...
2025-05-12 08:28:40 - INFO - Training for patient 112 ...
2025-05-12 08:28:51 - INFO - Training for patient 113 ...
2025-05-12 08:29:03 - INFO - Training for patient 115 ...
2025-05-12 08:29:13 - INFO - Training for patient 116 ...
2025-05-12 08:29:23 - INFO - Training for patient 117 ...
2025-05-12 08:29:33 - INFO - Training for patient 118 ...
2025-05-12 08:29:40 - INFO - Training for patient 119 ...
2025-05-12 08:29:48 - INFO - Training for patient 121 ...
2025-05-12 08:29:59 - INFO - Training for patient 122 ...
2025-05-12 08:30:13 - INFO - Training for patient 123 ...
2025-05-12 08:30:22 - INFO - Training for patient 124 ...
2025-05-12 08:30:32 - INFO - Training for patient 200 ...
2025-05-12 08:30:40 - INFO - Training for patient 203 ...
2025-05-12 08:30:51 - INFO - Training for patient 205 ...
2025-05-12 08:31:00 - INFO - Training for patient 208 ...
2025-05-12 08:31:09 - INFO - Training for patient 210 ...
2025-05-12 08:31:18 - INFO - Training for patient 212 ...
2025-05-12 08:31:32 - INFO - Training for patient 214 ...
2025-05-12 08:31:39 - INFO - Training for patient 215 ...
2025-05-12 08:31:48 - INFO - Training for patient 219 ...
2025-05-12 08:31:56 - INFO - Training for patient 220 ...
2025-05-12 08:32:04 - INFO - Training for patient 221 ...
2025-05-12 08:32:11 - INFO - Training for patient 228 ...
2025-05-12 08:32:21 - INFO - Training for patient 230 ...
2025-05-12 08:32:31 - INFO - Training for patient 231 ...
2025-05-12 08:32:41 - INFO - Training for patient 232 ...
2025-05-12 08:32:53 - INFO - Training for patient 233 ...
2025-05-12 08:33:04 - INFO - Repeat 7/10 for epsilon 1.11
2025-05-12 08:33:04 - INFO - Training for patient 100 ...
2025-05-12 08:33:13 - INFO - Training for patient 101 ...
2025-05-12 08:33:21 - INFO - Training for patient 103 ...
2025-05-12 08:33:28 - INFO - Training for patient 106 ...
2025-05-12 08:33:37 - INFO - Training for patient 108 ...
2025-05-12 08:33:45 - INFO - Training for patient 109 ...
2025-05-12 08:33:56 - INFO - Training for patient 111 ...
2025-05-12 08:34:04 - INFO - Training for patient 112 ...
2025-05-12 08:34:15 - INFO - Training for patient 113 ...
2025-05-12 08:34:25 - INFO - Training for patient 115 ...
2025-05-12 08:34:35 - INFO - Training for patient 116 ...
2025-05-12 08:34:43 - INFO - Training for patient 117 ...
2025-05-12 08:34:51 - INFO - Training for patient 118 ...
2025-05-12 08:35:01 - INFO - Training for patient 119 ...
2025-05-12 08:35:11 - INFO - Training for patient 121 ...
2025-05-12 08:35:19 - INFO - Training for patient 122 ...
2025-05-12 08:35:29 - INFO - Training for patient 123 ...
2025-05-12 08:35:38 - INFO - Training for patient 124 ...
2025-05-12 08:35:49 - INFO - Training for patient 200 ...
2025-05-12 08:35:57 - INFO - Training for patient 203 ...
2025-05-12 08:36:08 - INFO - Training for patient 205 ...
2025-05-12 08:36:15 - INFO - Training for patient 208 ...
2025-05-12 08:36:26 - INFO - Training for patient 210 ...
2025-05-12 08:36:33 - INFO - Training for patient 212 ...
2025-05-12 08:36:44 - INFO - Training for patient 214 ...
2025-05-12 08:36:54 - INFO - Training for patient 215 ...
2025-05-12 08:37:04 - INFO - Training for patient 219 ...
2025-05-12 08:37:17 - INFO - Training for patient 220 ...
2025-05-12 08:37:28 - INFO - Training for patient 221 ...
2025-05-12 08:37:39 - INFO - Training for patient 228 ...
2025-05-12 08:37:48 - INFO - Training for patient 230 ...
2025-05-12 08:37:58 - INFO - Training for patient 231 ...
2025-05-12 08:38:07 - INFO - Training for patient 232 ...
2025-05-12 08:38:16 - INFO - Training for patient 233 ...
2025-05-12 08:38:25 - INFO - Repeat 8/10 for epsilon 1.11
2025-05-12 08:38:25 - INFO - Training for patient 100 ...
2025-05-12 08:38:33 - INFO - Training for patient 101 ...
2025-05-12 08:38:43 - INFO - Training for patient 103 ...
2025-05-12 08:38:53 - INFO - Training for patient 106 ...
2025-05-12 08:39:03 - INFO - Training for patient 108 ...
2025-05-12 08:39:14 - INFO - Training for patient 109 ...
2025-05-12 08:39:23 - INFO - Training for patient 111 ...
2025-05-12 08:39:33 - INFO - Training for patient 112 ...
2025-05-12 08:39:45 - INFO - Training for patient 113 ...
2025-05-12 08:39:55 - INFO - Training for patient 115 ...
2025-05-12 08:40:05 - INFO - Training for patient 116 ...
2025-05-12 08:40:15 - INFO - Training for patient 117 ...
2025-05-12 08:40:26 - INFO - Training for patient 118 ...
2025-05-12 08:40:37 - INFO - Training for patient 119 ...
2025-05-12 08:40:46 - INFO - Training for patient 121 ...
2025-05-12 08:40:54 - INFO - Training for patient 122 ...
2025-05-12 08:41:06 - INFO - Training for patient 123 ...
2025-05-12 08:41:15 - INFO - Training for patient 124 ...
2025-05-12 08:41:27 - INFO - Training for patient 200 ...
2025-05-12 08:41:34 - INFO - Training for patient 203 ...
2025-05-12 08:41:46 - INFO - Training for patient 205 ...
2025-05-12 08:41:53 - INFO - Training for patient 208 ...
2025-05-12 08:42:03 - INFO - Training for patient 210 ...
2025-05-12 08:42:14 - INFO - Training for patient 212 ...
2025-05-12 08:42:24 - INFO - Training for patient 214 ...
2025-05-12 08:42:36 - INFO - Training for patient 215 ...
2025-05-12 08:42:48 - INFO - Training for patient 219 ...
2025-05-12 08:43:00 - INFO - Training for patient 220 ...
2025-05-12 08:43:09 - INFO - Training for patient 221 ...
2025-05-12 08:43:18 - INFO - Training for patient 228 ...
2025-05-12 08:43:28 - INFO - Training for patient 230 ...
2025-05-12 08:43:39 - INFO - Training for patient 231 ...
2025-05-12 08:43:46 - INFO - Training for patient 232 ...
2025-05-12 08:43:56 - INFO - Training for patient 233 ...
2025-05-12 08:44:04 - INFO - Repeat 9/10 for epsilon 1.11
2025-05-12 08:44:04 - INFO - Training for patient 100 ...
2025-05-12 08:44:13 - INFO - Training for patient 101 ...
2025-05-12 08:44:23 - INFO - Training for patient 103 ...
2025-05-12 08:44:33 - INFO - Training for patient 106 ...
2025-05-12 08:44:43 - INFO - Training for patient 108 ...
2025-05-12 08:44:53 - INFO - Training for patient 109 ...
2025-05-12 08:45:06 - INFO - Training for patient 111 ...
2025-05-12 08:45:14 - INFO - Training for patient 112 ...
2025-05-12 08:45:24 - INFO - Training for patient 113 ...
2025-05-12 08:45:35 - INFO - Training for patient 115 ...
2025-05-12 08:45:45 - INFO - Training for patient 116 ...
2025-05-12 08:45:54 - INFO - Training for patient 117 ...
2025-05-12 08:46:04 - INFO - Training for patient 118 ...
2025-05-12 08:46:12 - INFO - Training for patient 119 ...
2025-05-12 08:46:21 - INFO - Training for patient 121 ...
2025-05-12 08:46:31 - INFO - Training for patient 122 ...
2025-05-12 08:46:38 - INFO - Training for patient 123 ...
2025-05-12 08:46:47 - INFO - Training for patient 124 ...
2025-05-12 08:46:58 - INFO - Training for patient 200 ...
2025-05-12 08:47:07 - INFO - Training for patient 203 ...
2025-05-12 08:47:20 - INFO - Training for patient 205 ...
2025-05-12 08:47:29 - INFO - Training for patient 208 ...
2025-05-12 08:47:39 - INFO - Training for patient 210 ...
2025-05-12 08:47:49 - INFO - Training for patient 212 ...
2025-05-12 08:47:57 - INFO - Training for patient 214 ...
2025-05-12 08:48:09 - INFO - Training for patient 215 ...
2025-05-12 08:48:20 - INFO - Training for patient 219 ...
2025-05-12 08:48:31 - INFO - Training for patient 220 ...
2025-05-12 08:48:40 - INFO - Training for patient 221 ...
2025-05-12 08:48:51 - INFO - Training for patient 228 ...
2025-05-12 08:48:59 - INFO - Training for patient 230 ...
2025-05-12 08:49:07 - INFO - Training for patient 231 ...
2025-05-12 08:49:16 - INFO - Training for patient 232 ...
2025-05-12 08:49:27 - INFO - Training for patient 233 ...
2025-05-12 08:49:35 - INFO - Repeat 10/10 for epsilon 1.11
2025-05-12 08:49:35 - INFO - Training for patient 100 ...
2025-05-12 08:49:46 - INFO - Training for patient 101 ...
2025-05-12 08:49:55 - INFO - Training for patient 103 ...
2025-05-12 08:50:05 - INFO - Training for patient 106 ...
2025-05-12 08:50:16 - INFO - Training for patient 108 ...
2025-05-12 08:50:25 - INFO - Training for patient 109 ...
